Breed,YR,Category,Tool Tip,Count,Product
Husky,10.0,Medication,"Heart meds, anti-inflammatroy",1,
Husky,11.0,Diet,Kidney-support diet,1,Medium Adult Aging 10+
Husky,11.0,Condition,Kidney function decline,1,Renal Support E
Husky,11.0,Vet Visit,,1,Renal Support Liquid
Husky,11.333333333333334,Vet Visit,,1,Renal Support Liquid
Husky,11.666666666666666,Vet Visit,,1,Renal Support Liquid
Husky,11.0,Medication,"Kidney meds, dietary supplements",1,
Husky,12.0,Diet,"Heart-friendly, soft food",1,Medium Adult Aging 10+
Husky,12.0,Condition,"Heart disease, joint degeneration",1,Early Cardiac
Husky,12.0,Vet Visit,,1,Renal Support E
Husky,12.25,Vet Visit,,1,Renal Support E
Husky,12.5,Vet Visit,,1,Renal Support E
Husky,12.75,Vet Visit,,1,Renal Support E
Husky,12.0,Medication,"Heart support, pain reliev",1,Renal Support Liquid
Husky,13.0,Diet,"Low-protein, digestible diet",1,Medium Adult Aging 10+
Husky,13.0,Condition,"Muscle loss, fatigue",1,Vegetarian
Husky,13.0,Vet Visit,,1,Selected Protein PR
Husky,13.25,Vet Visit,,1,Selected Protein PR
Husky,13.5,Vet Visit,,1,Selected Protein PR
Husky,13.75,Vet Visit,,1,Selected Protein PR
Husky,13.0,Medication,"Muscle support, appetite boosters",1,
Husky,14.0,Diet,"High-fiber, soft food",1,Medium Adult Aging 10+
Husky,14.0,Condition,"Cognitive decline, vision loss",1,Gastrointestinal High Fiber
Husky,14.0,Vet Visit,,1,
Husky,14.25,Vet Visit,,1,
Husky,14.5,Vet Visit,,1,
Husky,14.75,Vet Visit,,1,
Husky,14.0,Medication,"Cognititive aids, vision care",1,
Husky,15.0,Diet,"Fortified senior diet, soft texture",1,Medium Adult Aging 10+
Husky,15.0,Condition,Advanced arthritis frailty,1,Gastrointestinal High Fiber
Husky,15.0,Vet Visit,,1,Advanced Mobility Support
Husky,15.25,Vet Visit,,1,Advanced Mobility Support
Husky,15.5,Vet Visit,,1,Advanced Mobility Support
Husky,15.75,Vet Visit,,1,Advanced Mobility Support
Husky,15.0,Medication,"Mobility support, anti-inflammatory",1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,0.0,Diet,"Large breed puppy food, DHA enriched",1,German Shepherd Puppy Food
German Shepherd,0.0,Condition,,1,
German Shepherd,0.0,Vet Visit,,1,
German Shepherd,0.3333333333333333,Vet Visit,,1,
German Shepherd,0.6666666666666666,Vet Visit,,1,
German Shepherd,0.0,Medication,"Vaccinations, Deworming",1,
German Shepherd,1.0,Diet,Puppy Food with joint support,1,German Shepherd Puppy Food
German Shepherd,1.0,Condition,"Rapid growth, hip monitoring",1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,1.0,Vet Visit,,1,
German Shepherd,1.5,Vet Visit,,1,
German Shepherd,1.0,Medication,Joint support,1,
German Shepherd,2.0,Diet,Transition to adult large breed food,1,German Shepherd Adult Food
German Shepherd,2.0,Vet Visit,,1,Gastrointestinal
German Shepherd,2.5,Vet Visit,,1,Gastrointestinal
German Shepherd,3.0,Vet Visit,,1,
German Shepherd,4.0,Vet Visit,,1,Gastrointestinal
German Shepherd,5.0,Diet,Adult diet with joint support,1,German Shepherd Adult 5+
German Shepherd,5.0,Vet Visit,,1,Medium Dental Care 
German Shepherd,6.0,Condition,"Hip dysplasia, eye changes",1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,6.0,Vet Visit,,1,
German Shepherd,6.5,Vet Visit,,1,
German Shepherd,6.0,Medication,"Joint meds, eye supplements",1,
German Shepherd,7.0,Vet Visit,,1,Medium Dental Care 
German Shepherd,7.5,Vet Visit,,1,Medium Dental Care 
German Shepherd,7.0,Medication,"Anti-inflammatory, dental rinse",1,
German Shepherd,8.0,Diet,Senior transition formula,1,Large 8+
German Shepherd,8.0,Condition,"Arthritis, Weight gain, reduced mobility",1,"Weight Control Large Dog, Joint Care Loaf in Sauce Canned Dog Food"
German Shepherd,8.0,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,8.5,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,8.0,Medication,Weight management aids,1,
German Shepherd,9.0,Condition,"Cataracts, heart murmer",1,Early Cardiac
German Shepherd,9.0,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
German Shepherd,9.5,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
German Shepherd,9.0,Medication,"Vision supplements, heart meds",1,
German Shepherd,10.0,Diet,"Heart-friendly, soft kibble",1,Large 8+
German Shepherd,10.0,Condition,"Heart disease, arthritis",1,Early Cardiac
German Shepherd,10.0,Vet Visit,,1,Large Comfort
German Shepherd,10.333333333333334,Vet Visit,,1,Large Comfort
German Shepherd,10.666666666666666,Vet Visit,,1,Large Comfort
German Shepherd,10.0,Medication,"Heart meds, anti-inflammatory",1,
German Shepherd,11.0,Diet,Kidney-friendly senior diet,1,Large 8+
German Shepherd,11.0,Condition,"Kidney decline, vission loss",1,Early Cardiac
German Shepherd,11.0,Vet Visit,,1,Large Comfort
German Shepherd,11.333333333333334,Vet Visit,,1,Large Comfort
German Shepherd,11.666666666666666,Vet Visit,,1,Large Comfort
German Shepherd,11.0,Medication,Kidney support meds,1,Renal Support D (delectable) Thin Slices in Gravy
German Shepherd,12.0,Diet,Heart and joint support diet,1,Large 8+
German Shepherd,12.0,Condition,Heart and liver strain,1,Early Cardiac
German Shepherd,12.0,Vet Visit,,1,Renal Support D (delectable) Thin Slices in Gravy
German Shepherd,12.25,Vet Visit,,1,Renal Support D (delectable) Thin Slices in Gravy
German Shepherd,12.5,Vet Visit,,1,Renal Support D (delectable) Thin Slices in Gravy
German Shepherd,12.75,Vet Visit,,1,Renal Support D (delectable) Thin Slices in Gravy
German Shepherd,12.0,Medication,"Liver support, heart medication",1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,13.0,Diet,"Digestible, high-fiber diet",1,"Mature Consult Large, Loaf"
German Shepherd,13.0,Condition,"Cognitive decline, incontinence",1,"Urinary SO Aging 7+, Wet Thin Slices"
German Shepherd,13.0,Vet Visit,,1,
German Shepherd,13.25,Vet Visit,,1,
German Shepherd,13.5,Vet Visit,,1,
German Shepherd,13.75,Vet Visit,,1,
German Shepherd,13.0,Medication,"Cognitive aids, bladder control",1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,14.0,Diet,"Soft, nutrient-rich diet",1,"Mature Consult Large, Loaf"
German Shepherd,14.0,Condition,"Severe arthritis, muscle loss",1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,14.0,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
German Shepherd,14.25,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
German Shepherd,14.5,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
German Shepherd,14.75,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
German Shepherd,14.0,Medication,"Pain relief, mobility aids ",1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,15.0,Diet,Fortified diet for advanced age,1,"Mature Consult Large, Loaf"
German Shepherd,15.0,Condition,"Frailty, chronic pain",1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
German Shepherd,15.0,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,15.25,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,15.5,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,15.75,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
German Shepherd,15.0,Medication,"Nutritional support, anti-inflammatory",1,
Dachshund,0.0,Diet,"Small breed puppy food, calcium balanced",1,Dachshund Puppy
Dachshund,0.0,Condition,,1,
Dachshund,0.0,Vet Visit,,1,
Dachshund,0.3333333333333333,Vet Visit,,1,
Dachshund,0.6666666666666666,Vet Visit,,1,
Dachshund,0.0,Medication,"Vaccinations, deworming",1,
Dachshund,1.0,Condition,"Teething, back monitoring",1,Advanced Mobility Support
Dachshund,1.0,Vet Visit,,1,
Dachshund,1.5,Vet Visit,,1,
Dachshund,1.0,Medication,"Flea control, teething aids",1,
Dachshund,2.0,Diet,Transition to adult small breed food,1,Dachshund  Adult
Dachshund,2.0,Vet Visit,,1,
Dachshund,2.5,Vet Visit,,1,
Dachshund,3.0,Vet Visit,,1,Weight Control
Dachshund,4.0,Vet Visit,,1,
Dachshund,5.0,Vet Visit,,1,Dental Small dog
Dachshund,6.0,Condition,"Intervertebral disc disease signs, arthritis",1,"Early Cardiac, Advanced Mobility Support"
Dachshund,6.0,Vet Visit,,1,Pill Assist Small Dog
Dachshund,6.5,Vet Visit,,1,Pill Assist Small Dog
Dachshund,6.0,Medication,"Joint meds, back support",1,
Dachshund,7.0,Condition,"Back pain, vision changes",1,Advanced Mobility Support
Dachshund,7.0,Vet Visit,,1,Pill Assist Small Dog
Dachshund,7.5,Vet Visit,,1,Pill Assist Small Dog
Dachshund,7.0,Medication,"Back pain meds, eye drops",1,
Dachshund,8.0,Diet,"Transition to Senior diet, low fat",1,Dachshund 8+ Adult Dry Dog Food
Dachshund,8.0,Condition,"Weight gain, dental disease",1,Dachshund 8+ Adult Dry Dog Food
Dachshund,8.0,Vet Visit,,1,Dental Small dog
Dachshund,8.5,Vet Visit,,1,Dental Small dog
Dachshund,8.0,Medication,"Dental care, weight control",1,Weight Control
Dachshund,9.0,Condition,"Mobility issues, cataracts",1,
Dachshund,9.0,Vet Visit,,1,Advanced Mobility Support
Dachshund,9.5,Vet Visit,,1,Advanced Mobility Support
Dachshund,9.0,Medication,"Mobility support, eye meds",1,Pill Assist Small Dog
Dachshund,10.0,Condition,"Heart murmur, arthritis",1,X-small Adult 8+
Dachshund,10.0,Vet Visit,,1,Advanced Mobility Support
Dachshund,10.333333333333334,Vet Visit,,1,Advanced Mobility Support
Dachshund,10.666666666666666,Vet Visit,,1,Advanced Mobility Support
Dachshund,10.0,Medication,"Heart meds, arthritis meds",1,Early Cardiac
Dachshund,11.0,Diet,"Kidney support, senior food",1,Dachshund  Adult - Loaf
Dachshund,11.0,Condition,"Kidney decline, back issues",1,X-small Adult 8+
Dachshund,11.0,Vet Visit,,1,Advanced Mobility Support
Dachshund,11.333333333333334,Vet Visit,,1,Advanced Mobility Support
Dachshund,11.666666666666666,Vet Visit,,1,Advanced Mobility Support
Dachshund,11.0,Medication,"Kidney support, back pain relief",1,Renal Support  
Dachshund,12.0,Diet,"Low-protein, joint support diet",1,Dachshund  Adult - Loaf in Pouch
Dachshund,12.0,Condition,Heart and joint problems,1,X-small Adult 8+
Dachshund,12.0,Vet Visit,,1,Advanced Mobility Support
Dachshund,12.25,Vet Visit,,1,Advanced Mobility Support
Dachshund,12.5,Vet Visit,,1,Advanced Mobility Support
Dachshund,12.75,Vet Visit,,1,Advanced Mobility Support
Dachshund,12.0,Medication,Joint and heart meds,1,Early Cardiac
Dachshund,13.0,Diet,"Digestive support, easy to chew",1,Dachshund  Adult - Loaf in Pouch
Dachshund,13.0,Condition,"Cognitive decline, muscle atrophy",1,X-small Adult 8+
Dachshund,13.0,Vet Visit,,1,Advanced Mobility Support
Dachshund,13.25,Vet Visit,,1,Advanced Mobility Support
Dachshund,13.5,Vet Visit,,1,Advanced Mobility Support
Dachshund,13.75,Vet Visit,,1,Advanced Mobility Support
Dachshund,13.0,Medication,"Cognitive supplements, muscle support",1,
Dachshund,14.0,Diet,"High-fiber, fortified diet",1,Dachshund  Adult - Loaf in Pouch
Dachshund,14.0,Condition,"Severe arthritis, incontinence",1,Mature Consult - Wet
Dachshund,14.0,Vet Visit,,1,Advanced Mobility Support
Dachshund,14.25,Vet Visit,,1,Advanced Mobility Support
Dachshund,14.5,Vet Visit,,1,Advanced Mobility Support
Dachshund,14.75,Vet Visit,,1,Advanced Mobility Support
Dachshund,14.0,Medication,"Pain relief, bladder control",1,Renal Support  
Dachshund,15.0,Diet,Soft food for aging dogs,1,Dachshund  Adult - Loaf in Pouch
Dachshund,15.0,Condition,"Frailty, chronic conditions",1,Mature Consult - Wet
Dachshund,15.0,Vet Visit,,1,Advanced Mobility Support
Dachshund,15.25,Vet Visit,,1,Advanced Mobility Support
Dachshund,15.5,Vet Visit,,1,Advanced Mobility Support
Dachshund,15.75,Vet Visit,,1,Advanced Mobility Support
Dachshund,15.0,Medication,Comprehensive senior meds,1,Renal Support  
Yorkshire Terrier,0.0,Diet,"Small breed puppy food, DHA enriched",1,Yorkshire Terrier Puppy 
Yorkshire Terrier,0.0,Condition,Teething,1,
Yorkshire Terrier,0.0,Vet Visit,,1,
Yorkshire Terrier,0.3333333333333333,Vet Visit,,1,
Yorkshire Terrier,0.6666666666666666,Vet Visit,,1,
Yorkshire Terrier,0.0,Medication,"Vaccinations, deworming",1,
Yorkshire Terrier,1.0,Diet,Puppy food with omega-3,1,Yorkshire Terrier Puppy 
Yorkshire Terrier,1.0,Vet Visit,,1,
Yorkshire Terrier,1.5,Vet Visit,,1,
Yorkshire Terrier,2.0,Diet,Transition to adult small breed food,1,Yorkshire Terrier Adult
Yorkshire Terrier,2.0,Vet Visit,,1,Canine Recovery Ultra Soft Mousse in Sauce
Yorkshire Terrier,2.5,Vet Visit,,1,Canine Recovery Ultra Soft Mousse in Sauce
Yorkshire Terrier,3.0,Vet Visit,,1,Weight Control
Yorkshire Terrier,4.0,Vet Visit,,1,Weight Control
Yorkshire Terrier,5.0,Vet Visit,,1,Skintopic Small Dog 
Yorkshire Terrier,5.0,Medication,"Skin meds, pain relief",1,
Yorkshire Terrier,6.0,Condition,"Vision decline, joint stiffness",1,Advanced Mobility Support
Yorkshire Terrier,6.0,Vet Visit,,1,
Yorkshire Terrier,6.5,Vet Visit,,1,
Yorkshire Terrier,6.0,Medication,"Joint supplements, eye drops",1,
Yorkshire Terrier,7.0,Condition,"Arthritis, dental disease",1,Advanced Mobility Support
Yorkshire Terrier,7.0,Vet Visit,,1,
Yorkshire Terrier,7.5,Vet Visit,,1,
Yorkshire Terrier,7.0,Medication,"Dental meds, arthritis support",1,
Yorkshire Terrier,8.0,Diet,"Senior food, reduced fat",1,Yorkshire Terrier 8+
Yorkshire Terrier,8.0,Condition,"Heart murmur, weight gain",1,X-small Adult 8+
Yorkshire Terrier,8.0,Vet Visit,,1,Satiety Treats
Yorkshire Terrier,8.5,Vet Visit,,1,Satiety Treats
Yorkshire Terrier,8.0,Medication,"Heart support, weight control",1,Weight Control
Yorkshire Terrier,9.0,Condition,"Mobility issues, eye clouding",1,Satiety Support Weight Management Loaf
Yorkshire Terrier,9.0,Vet Visit,,1,Advanced Mobility Support
Yorkshire Terrier,9.5,Vet Visit,,1,Advanced Mobility Support
Yorkshire Terrier,9.0,Medication,"Mobility aids, eye care",1,
Yorkshire Terrier,10.0,Diet,"Heart-friendly, easy to chew",1,Yorkshire Terrier 8+
Yorkshire Terrier,10.0,Condition,"Heart issues, arthritis",1,X-small Adult 8+
Yorkshire Terrier,10.0,Vet Visit,,1,Advanced Mobility Support
Yorkshire Terrier,10.333333333333334,Vet Visit,,1,Advanced Mobility Support
Yorkshire Terrier,10.666666666666666,Vet Visit,,1,Advanced Mobility Support
Yorkshire Terrier,10.0,Medication,"Heart meds, anti-inflammatory",1,Early Cardiac
Yorkshire Terrier,11.0,Diet,Kidney support food,1,Yorkshire Terrier 8+
Yorkshire Terrier,11.0,Condition,Kidney and liver decline,1,X-small Adult 8+
Yorkshire Terrier,11.0,Vet Visit,,1,Renal Support  
Yorkshire Terrier,11.333333333333334,Vet Visit,,1,Renal Support  
Yorkshire Terrier,11.666666666666666,Vet Visit,,1,Renal Support  
Yorkshire Terrier,11.0,Medication,Kidney and liver supplements,1,Canine Hepatic Loaf
Yorkshire Terrier,12.0,Diet,"Digestive, Low-protein, soft senior diet",1,Hydrolized Protein Small Dog
Yorkshire Terrier,12.0,Condition,"Cognitive decline, hearing loss",1,Yorkshire Terrier 8+
Yorkshire Terrier,12.0,Vet Visit,,1,X-small Adult 8+
Yorkshire Terrier,12.25,Vet Visit,,1,X-small Adult 8+
Yorkshire Terrier,12.5,Vet Visit,,1,X-small Adult 8+
Yorkshire Terrier,12.75,Vet Visit,,1,X-small Adult 8+
Yorkshire Terrier,12.0,Medication,"Cognitive support, hearing aids",1,Canine Hepatic Loaf
Yorkshire Terrier,13.0,Condition,"Severe dental disease, muscle loss",1,Yorkshire Terrier 8+
Yorkshire Terrier,13.0,Vet Visit,,1,Canine Recovery Ultra Soft Mousse in Sauce
Yorkshire Terrier,13.25,Vet Visit,,1,Canine Recovery Ultra Soft Mousse in Sauce
Yorkshire Terrier,13.5,Vet Visit,,1,Canine Recovery Ultra Soft Mousse in Sauce
Yorkshire Terrier,13.75,Vet Visit,,1,Canine Recovery Ultra Soft Mousse in Sauce
Yorkshire Terrier,13.0,Medication,"Dental care, pain meds",1,Dental Small dog
Yorkshire Terrier,14.0,Diet,"High-fiber, soft diet",1,Gastrointestinal High Fiber Loaf
Yorkshire Terrier,14.0,Condition,"Incontinence, frailty",1,Canine Recovery Ultra Soft Mousse in Sauce
Yorkshire Terrier,14.0,Vet Visit,,1,Dental Small dog
Yorkshire Terrier,14.25,Vet Visit,,1,Dental Small dog
Yorkshire Terrier,14.5,Vet Visit,,1,Dental Small dog
Yorkshire Terrier,14.75,Vet Visit,,1,Dental Small dog
Yorkshire Terrier,14.0,Medication,"Bladder support, joint meds",1,Renal Support  
Yorkshire Terrier,15.0,Diet,Fortified soft diet for frail dogs,1,Gastrointestinal High Fiber Loaf
Yorkshire Terrier,15.0,Condition,"Chronic illness, pain management",1,Canine Recovery Ultra Soft Mousse in Sauce
Yorkshire Terrier,15.0,Vet Visit,,1,Hydrolized Protein Small Dog
Yorkshire Terrier,15.25,Vet Visit,,1,Hydrolized Protein Small Dog
Yorkshire Terrier,15.5,Vet Visit,,1,Hydrolized Protein Small Dog
Yorkshire Terrier,15.75,Vet Visit,,1,Hydrolized Protein Small Dog
Yorkshire Terrier,15.0,Medication,"Senior support meds, pain relief",1,Pill Assist Small Dog
Boxer,0.0,Diet,"Large breed puppy food, DHA enriched",1,Boxer Puppy
Boxer,0.0,Condition,"Growth checks, Teething",1,Canine Gastrointestinal Puppy Ultra Soft Mousse in Sauce
Boxer,0.0,Vet Visit,,1,Large Puppy Chunks
Boxer,0.3333333333333333,Vet Visit,,1,Large Puppy Chunks
Boxer,0.6666666666666666,Vet Visit,,1,Large Puppy Chunks
Boxer,0.0,Medication,"Vaccinations, deworming",1,
Boxer,1.0,Vet Visit,,1,Large Puppy Chunks
Boxer,1.5,Vet Visit,,1,Large Puppy Chunks
Boxer,2.0,Diet,Transition to adult large breed food,1,Boxer Adult
Boxer,2.0,Vet Visit,,1,Canine Recovery Ultra Soft Mousse in Sauce
Boxer,2.5,Vet Visit,,1,Canine Recovery Ultra Soft Mousse in Sauce
Boxer,3.0,Vet Visit,,1,Large Dental Care
Boxer,4.0,Vet Visit,,1,Skintopic Large Dog
Boxer,5.0,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,6.0,Condition,"Hip dysplasia, joint stiffness",1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,6.0,Vet Visit,,1,
Boxer,6.5,Vet Visit,,1,
Boxer,6.0,Medication,"Arthritis meds, hip support",1,
Boxer,7.0,Diet,"Senior food, heart health support",1,Boxer Adult Loaf
Boxer,7.0,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,7.5,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,8.0,Diet,"Senior food, lower calorie",1,Boxer Adult Loaf
Boxer,8.0,Condition,"Weight gain, dental wear",1,Large Aging 8+
Boxer,8.0,Vet Visit,,1,Weight Control Large Dog
Boxer,8.5,Vet Visit,,1,Weight Control Large Dog
Boxer,8.0,Medication,"Weight management meds, dental aids",1,Large Dental Care
Boxer,9.0,Diet,"Soft senior diet, vitamin enriched",1,Boxer Adult Loaf
Boxer,9.0,Condition,"Mobility issues, vision decline",1,Large Aging 8+
Boxer,9.0,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,9.5,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,9.0,Medication,"Mobility aids, eye drops",1,
Boxer,10.0,Diet,"Cardiac support, easy-to-chew food",1,Boxer Adult Loaf
Boxer,10.0,Condition,"Heart murmur, fatigue",1,Large Aging 8+
Boxer,10.0,Vet Visit,,1,Early Cardiac
Boxer,10.333333333333334,Vet Visit,,1,Early Cardiac
Boxer,10.666666666666666,Vet Visit,,1,Early Cardiac
Boxer,10.0,Medication,"Cardiac meds, energy support",1,Large Comfort
Boxer,11.0,Diet,"Kidney support, senior formula",1,Boxer Adult Loaf
Boxer,11.0,Condition,Kidney function decline,1,Large Aging 8+
Boxer,11.0,Vet Visit,,1,Large Comfort
Boxer,11.333333333333334,Vet Visit,,1,Large Comfort
Boxer,11.666666666666666,Vet Visit,,1,Large Comfort
Boxer,11.0,Medication,"Kidney meds, hydration support",1,Renal Support D (delectable) Thin Slices in Gravy
Boxer,12.0,Diet,"Low-protein, digestive-friendly food",1,Large 8+
Boxer,12.0,Condition,"Heart failure signs, joint degeneration",1,Early Cardiac
Boxer,12.0,Vet Visit,,1,Renal Support D (delectable) Thin Slices in Gravy
Boxer,12.25,Vet Visit,,1,Renal Support D (delectable) Thin Slices in Gravy
Boxer,12.5,Vet Visit,,1,Renal Support D (delectable) Thin Slices in Gravy
Boxer,12.75,Vet Visit,,1,Renal Support D (delectable) Thin Slices in Gravy
Boxer,12.0,Medication,"Heart support, joint meds",1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,13.0,Diet,"Digestive support, nutrient-rich",1,GI High Fiber
Boxer,13.0,Condition,"Cognitive decline, muscle wasting",1,"Urinary SO Aging 7+, Wet Thin Slices"
Boxer,13.0,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,13.25,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,13.5,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,13.75,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,13.0,Medication,"Cognitive supplements, muscle care",1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,14.0,Diet,"Soft, fortified senior diet",1,GI High Fiber
Boxer,14.0,Condition,"Chronic arthritis, incontinence",1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,14.0,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,14.25,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,14.5,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,14.75,Vet Visit,,1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,14.0,Medication,"Pain relief, bladder control",1,"Mature Consult Large, Loaf"
Boxer,15.0,Diet,Senior care diet for frail dogs,1,"Mature Consult Large, Loaf"
Boxer,15.0,Condition,"Frailty, pain management",1,Probiotics for Dogs Digesting and Immune Health Powder Supplement
Boxer,15.0,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,15.25,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,15.5,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,15.75,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
Boxer,15.0,Medication,Comprehensive senior meds,1,
